Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Bridge 1 Resistance (Ohms)
925587.078,219.545392456055,-0.157855325937271,0.203322219252586
925646.75,217.558330688477,0.0111370319128037,0.202331413030624
925706.844,215.560779418945,-0.176739857196808,0.201699416041374
925766.563,213.577651977539,-0.140423450767994,0.200791838765144
925826.985,211.550239257813,-0.164634387493134,0.200240654349327
925886.672,209.549956054688,-0.157855326831341,0.199246197938919
925947.375,207.535711669922,-0.167055482566357,0.198509774804115
926006.625,205.557090454102,-0.160276419818401,0.197560569643974
926066.047,203.570393676758,-0.153013137280941,0.196900244951248
926126.375,201.557645874023,-0.16463438719511,0.196156755685806
926186.157,199.550161132812,-0.158823762834072,0.195287957191467
926246.157,197.56018371582,-0.143328764140606,0.194608958363533
926306.282,195.552091674805,-0.146718294620514,0.193959393501282
926366.016,193.543649902344,-0.135097044408321,0.193251457810402
926425.344,191.573189697266,-0.141391888558865,0.192577677369118
926485.782,189.545900268555,-0.149139387309551,0.191738852262497
926545.266,187.544532470703,-0.161244857013226,0.190945312380791
926604.297,185.570223999023,-0.145749856233597,0.190349388718605
926664.375,183.565758666992,-0.144781419336796,0.190039790868759
926724.641,181.531834106445,-0.158823761940002,0.189131566882133
926783.797,179.573610229492,-0.16850813806057,0.188272739648819
926843.5,177.575284423828,-0.150107825100422,0.187642757892609
926903.36,175.572404785156,-0.139939231574535,0.186963278651237
926963.797,173.547994995117,-0.143328762352467,0.186157740950584
927023.578,171.557471923828,-0.0653695386648178,0.185685057640076
927083.703,169.490106201172,-0.149623608291149,0.18489935874939
927142.672,167.533256225586,-0.12686532497406,0.18429388999939
927202.703,165.528696289063,-0.13945501357317,0.183645529150963
927263.438,163.497122192383,-0.131707512140274,0.182925308942795
927322.813,161.497247924805,-0.155434231460094,0.182315167188644
927381.86,159.517202148437,-0.16172907859087,0.181619495749474
927441.703,157.507470092773,-0.126381106078625,0.18104441344738
927501.313,155.505950927734,-0.109917666465044,0.180367424488068
927561.594,153.479811401367,-0.128802199065685,0.179809984564781
927620.828,151.49075012207,-0.124444231987,0.179160928726196
927680.047,149.527952270508,-0.105075478106737,0.178613232374191
927740.094,147.497512207031,-0.123960012793541,0.177874847650528
927799.094,145.518456420898,-0.139939231872559,0.177362006306648
927858.75,143.523672485352,-0.112822979688644,0.176733669638634
927918.141,141.517135009766,-0.117665168344975,0.175970843434334
927978.141,139.50748840332,-0.104591260403395,0.175528841018677
928037.172,137.505021362305,-0.116696729362011,0.174964847564697
928096.828,135.502733154297,-0.108949228525162,0.174407965540886
928156.313,133.500037231445,-0.118633605837822,0.173772188425064
928215.282,131.504526367188,-0.0818329754471779,0.173252564072609
928275.188,129.503596191406,-0.0963595393300056,0.172685583233833
928334.578,127.498040771484,-0.0881278194487095,0.172078992128372
928394.094,125.498601379395,-0.0895804766565561,0.171486283540726
928453.125,123.500266723633,-0.0803803186118603,0.17093721985817
928511.813,121.516668701172,-0.0866751632094383,0.170337449908257
928570.985,119.513173217773,-0.0774750059843063,0.169805963039398
928631.282,117.473020629883,-0.0920015701651573,0.169312580823898
928689.797,115.492469482422,-0.108949227780104,0.168728600144386
928749.047,113.490767822266,-0.121054698079824,0.168130030035973
928808.157,111.509588012695,-0.113307197391987,0.167648188471794
928866.141,109.476177978516,-0.112338760942221,0.167002772092819
928924.125,107.575256652832,-0.108949228227139,0.166589873433113
928984.36,105.427723693848,-0.0857067248225212,0.16606821000576
929035.297,103.41103729248,-0.118633604645729,0.165393242239952
929086.25,101.423546447754,-0.121538917720318,0.164899200201035
929145.188,99.7735641479492,-0.0982964153587818,0.164538897275925
929231.953,99.7787426757812,-0.119117824435234,0.164416840672493
929355.344,98.7443109130859,-0.110401885211468,0.164237959980965
929412.266,97.7501443481445,-0.124928448498249,0.163948737382889
929469.922,96.7730355834961,-0.109433447867632,0.163713555932045
929529.125,95.76837890625,-0.13122329339385,0.163478132486343
929589.688,94.7438537597656,-0.112338762283325,0.163045660853386
929648.75,93.7506155395508,-0.0857067260146141,0.162840425372124
929707.891,92.7476416015625,-0.109917666018009,0.162486910820007
929768.282,91.7402529907227,-0.128317982256413,0.162267796993256
929827.125,90.749563293457,-0.11621251091361,0.162050758004189
929886.782,89.739905090332,-0.123960012197495,0.16184910774231
929946.844,88.7297485351562,-0.10991766706109,0.161519918441772
930004.782,87.7561212158203,-0.120086261630058,0.161381594538689
930063.203,86.7720394897461,-0.11233876183629,0.16113130569458
930123.469,85.7517709350586,-0.11088610470295,0.160884557366371
930181.672,84.7626318359375,-0.109433447122574,0.160586508512497
930241.407,83.7490664672852,0.0571378181129694,0.160287654995918
930301.188,82.7417028808594,-0.112338760793209,0.160148891806602
930361.344,81.71796875,-0.110886103510857,0.159864474534988
930420.969,80.7252731323242,-0.0953911021351814,0.159588879346848
930479.078,79.7461099243164,-0.116696730703115,0.159316658377647
930538.172,78.7567956542969,-0.116212511062622,0.159080692529678
930596.266,77.782116394043,-0.118633604794741,0.158849481940269
930655.75,76.7619982910156,-0.0702117244154215,0.158663885593414
930714.485,75.761494140625,-0.0755381310358643,0.158475384116173
930774.391,74.7470614624023,-0.0585904736816883,0.158068364262581
930833.907,73.7316201782227,-0.0484218786284328,0.15794390976429
930894.219,72.7227102661133,-0.0484218794479966,0.157646562457085
930953.594,71.7314801025391,-0.0721485998108983,0.157461960911751
931012.313,70.7522396850586,-0.0576220365613699,0.157320402860641
931071.094,69.7585958862305,-0.0421270352974534,0.157074843645096
931128.235,68.773046875,-0.0484218792617321,0.15678564786911
931187.5,67.7624142456055,-0.0411585972085595,0.156590674519539
931247.61,66.7387072753906,-0.0648853177204728,0.156365796923637
931308.078,65.7277590942383,-0.0605273483321071,0.156134960055351
931368.485,64.744592590332,-0.060527348741889,0.155923370718956
931426.594,63.7684062194824,-0.0552009420841932,0.155805013775826
931483.532,62.7845137023926,-0.069727505594492,0.155392622947693
931543.172,61.7519895935059,-0.051811410561204,0.155184897184372
931604.641,60.7029295349121,-0.12202313631773,0.15504522383213
931665.188,59.7098809814453,-0.0798961001634598,0.154746815562248
931724.125,58.7603089904785,-0.0692432862520218,0.154434207677841
931778.703,57.8080464172363,-0.110886104553938,0.154371404647827
931837.985,56.7536305236816,-0.0750539129972458,0.15429171025753
931901.5,55.6757548522949,-0.062948442324996,0.153942387700081
931963.407,54.6975169372559,-0.0455165665596724,0.153818602561951
932018.063,53.8287086486816,-0.0658537550643086,0.153727308511734
932073.469,52.7792080688477,-0.0561693798005581,0.153533984422684
932135.891,51.6920751953125,-0.062464223690331,0.153298781514168
932201.407,50.6442324829102,-0.0522956296801567,0.153134637475014
932261.266,49.7580917358398,-0.0614957861602306,0.152987079024315
932309.891,48.8374116516113,-0.0658537554740906,0.152770375609398
932371.922,47.701227722168,-0.0469692227244377,0.152617686986923
932437.875,46.6093957519531,0.0571378180384636,0.152418835163116
932503.438,45.6119255065918,-0.217898458242416,0.15235279083252
932552.016,44.9264533996582,-0.195140173435211,0.152424306869507
932606,43.7856439208984,-0.203856111168861,0.152222791314125
932672.641,42.6183488464355,-0.190297986268997,0.151974560618401
932740.797,41.5298431396484,-0.192234859466553,0.151746571660042
932808.813,40.5077339172363,-0.214993146061897,0.151639195680618
932841.235,39.9385804748535,-0.210150955319405,0.151609593629837
932906.657,38.7015238952637,-0.193203296661377,0.151631294488907
932976.032,37.5147175598145,-0.198529704809189,0.151378919482231
933046.875,36.366526184082,-0.212087830901146,0.151291651725769
933113.891,35.3421282958984,-0.18448736011982,0.151262180805206
933138.438,34.9271672058105,-0.196108610630035,0.151093644499779
933201.125,33.7845523071289,-0.219351115226746,0.150951067209244
933265.344,32.6552098083496,-0.203371892571449,0.15088360786438
933329,31.5626433563232,-0.194655953645706,0.150935103297234
933392.422,30.49024559021,-0.0435796919092536,0.150671682357788
933453.25,29.4541145324707,-0.0673064119741321,0.15077542424202
933511.032,28.4561742401123,-0.00532640669494867,0.150696899294853
933567.485,27.5255181884766,-0.0426112539321184,0.150524084568024
933621.391,26.5891055297852,-0.025179376937449,0.150455980300903
933675.375,25.7231241607666,-0.0174318764358759,0.150509566068649
933731.86,24.9274172210693,-0.0019368751719594,0.150287527441978
933784.016,24.1456549835205,-0.0508429728075862,0.150456735491753
933859.61,22.543904800415,-0.0208214080706239,0.150316721200943
933906.938,21.8833446502686,-0.0198529703915119,0.150425761938095
933981.657,20.4257542419434,0.000968436747789383,0.150282463431358
934023.453,19.9695546722412,-0.17625563710928,0.15031570494175
934106.094,19.9739373779297,-0.16608704417944,0.150332437753677
934158.922,19.5186758422852,-0.148170951008797,0.150424041152
934228.813,18.8658045196533,-0.152528918981552,0.150448876023293
934282.844,18.4422425842285,-0.144297198057175,0.150285659432411
934349.391,17.8617900085449,-0.146718294918537,0.150208075046539
934407.11,17.3854901885986,-0.153497357368469,0.150091161131859
934467.125,16.8854219055176,-0.164634389579296,0.150227535367012
934528.578,16.3723778533936,-0.158339544534683,0.150179556012154
934587.469,15.8801945495605,-0.149139388501644,0.150126069188118
934647.625,15.3736778259277,-0.16221329331398,0.15027524292469
934707.235,14.8781785202026,0.0886120411753654,0.150222352743149
934766.86,14.3762781906128,-0.177224077284336,0.150144176483154
934825.985,13.8798861694336,-0.157855325639248,0.150127339959145
934887.125,13.3705101776123,-0.178192513883114,0.150098302364349
934946.266,12.8757204818726,-0.184003140032291,0.150085613131523
935005.578,12.3808812713623,-0.168023920655251,0.150203518867493
935066.375,11.8695879745483,0.0280846913158894,0.150074341893196
935125.063,11.3778826141357,-0.171413450241089,0.15000540971756
935184.532,10.8799657821655,-0.180129389762878,0.150060281157494
935243.735,10.3819393157959,-0.165118604898453,0.149947390556335
935296.485,9.99198421478271,-0.198529704213142,0.150015562772751
935406.11,10.002317199707,-0.167055481076241,0.150169416666031
935471.672,10.0049048995972,-0.172381888926029,0.149923135638237
935584.188,9.44291732788086,-0.186424232721329,0.150021616220474
935644.375,9.1890601348877,-0.180613607168198,0.150040282011032
935703.985,8.93943935394287,-0.198045485019684,0.149998316168785
935764.453,8.68581207275391,-0.201919237971306,0.149963423609734
935823.813,8.43923625946045,-0.202887673377991,0.149911550879478
935883.485,8.18877403259277,-0.194171735048294,0.150025287270546
935943.344,7.93318958282471,-0.170445013940334,0.150073054432869
936003.438,7.68960981369019,-0.187392669320107,0.149960840344429
936063.469,7.43678709030151,-0.180613608360291,0.149940556883812
936123.485,7.18634174346924,-0.0949068829417229,0.149914678931236
936183.5,6.93669738769531,-0.17092923104763,0.149947742819786
936242.985,6.68618963241577,-0.163181732594967,0.150026425719261
936302.219,6.44022436141968,-0.14720251262188,0.149859229326248
936362.891,6.18650371551514,-0.143812981247902,0.149986217021942
936422.735,5.93618139266968,-0.158823762834072,0.149999078512192
936481.438,5.69078731536865,-0.164150168895721,0.149912948012352
936542.078,5.43915645599365,-0.161729074716568,0.149848727583885
936601.985,5.18876905441284,-0.171413451731205,0.149940075278282
936653.297,4.99530181884766,-0.183518921136856,0.149908512234688
936733.953,4.97067575454712,-0.165118608176708,0.149936525225639
936788.953,4.87557146072388,-0.167055479884148,0.150054180026054
936849.438,4.77604825973511,-0.168992358446121,0.149889498353004
936909.625,4.67515281677246,-0.160276418328285,0.149934026002884
936969.36,4.57612285614014,-0.163181731104851,0.149984340667725
937029.438,4.47577327728272,-0.168508138954639,0.149974908828735
937090.063,4.37485321044922,-0.165118607580662,0.149900100231171
937149.953,4.2751037979126,-0.178676732778549,0.149894623160362
937210.188,4.17529054641724,-0.200950798392296,0.149887572526932
937270.094,4.07529085159302,-0.160276420116425,0.149859457612038
937330.75,3.9751623916626,-0.163181731402874,0.149896585345268
937390.828,3.87537385940552,-0.162213293612003,0.149886184334755
937450.063,3.77587129592896,-0.154465793967247,0.149840374588966
937511.219,3.67456202507019,-0.163665950298309,0.149843635559082
937570.672,3.5758523273468,-0.155434229969978,0.149859037995338
937630.516,3.47611680984497,-0.132191731929779,0.149915506839752
937689.953,3.37656972885132,-0.136065482199192,0.149854974150658
937750.5,3.27614366531372,-0.141391888260841,0.149919397830963
937811.688,3.17454361915588,-0.153981573581696,0.149818475842476
937871.297,3.07544087409973,-0.157371107339859,0.14954121530056
937931.313,2.97558613777161,-0.156402668058872,0.146853971481323
937991.782,2.87495398521423,-0.135581263303757,0.122254401445389
938051.5,2.77652773857117,-0.144297201037407,0.0836776900291443
938111.219,2.67611522674561,-0.139455012083054,0.0527252733707428
938171.735,2.57470573425293,-0.160760637223721,0.0374059835076332
938231.578,2.47592784881592,-0.167539700269699,0.0284098272025585
938291.875,2.37442831993103,-0.156402667462826,0.0203440877050161
938351.047,2.2761177444458,-0.150592044591904,0.0145121961459517
938411.485,2.17542989730835,-0.181097826957703,0.0120518620684743
938470.86,2.07661789894104,-0.154465794563293,0.0105635614693165
938522.282,1.99753958702087,-0.152528919279575,0.00943110149353743
